BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
198705,2,1825,198705,2,1825,,9986988,"COLORADO",8,1987,"May","Thunderstorm Wind","C",95,"PHILLIPS","DEN","02-MAY-87 18:25:00","CST","02-MAY-87 18:25:00","0","0","0","0","0","0",,"61",,,,,"0","0",,,,,"0",,,"0",,,"40.63","-102.62",,,,,"PUB"
198705,12,1705,198705,12,1705,,9986989,"COLORADO",8,1987,"May","Tornado","C",31,"DENVER",,"12-MAY-87 17:05:00","MST","12-MAY-87 17:05:00","0","0","0","0","25K","0",,"0",,,,"F1",".7","20",,,,,"0",,,"0",,,"39.73","-104.93",,,,,"PUB"
198705,17,1549,198705,17,1549,,9986990,"COLORADO",8,1987,"May","Thunderstorm Wind","C",35,"DOUGLAS","DEN","17-MAY-87 15:49:00","CST","17-MAY-87 15:49:00","0","0","0","0","0","0",,"75",,,,,"0","0",,,,,"0",,,"0",,,"39.37","-104.87",,,,,"PUB"
198705,17,1755,198705,17,1755,,9986991,"COLORADO",8,1987,"May","Hail","C",121,"WASHINGTON","DEN","17-MAY-87 17:55:00","CST","17-MAY-87 17:55:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,"0",,,"0",,,"40.17","-103.20",,,,,"PUB"
198705,17,1818,198705,17,1818,,9986992,"COLORADO",8,1987,"May","Thunderstorm Wind","C",121,"WASHINGTON","DEN","17-MAY-87 18:18:00","CST","17-MAY-87 18:18:00","0","0","0","0","0","0",,"75",,,,,"0","0",,,,,"0",,,"0",,,"40.17","-103.20",,,,,"PUB"
198710,29,1752,198710,29,1752,,9982971,"ARIZONA",4,1987,"October","Hail","C",13,"MARICOPA","PHX","29-OCT-87 17:52:00","CST","29-OCT-87 17:52:00","0","0","0","0","0","0",,"1.25",,,,,"0","0",,,,,"0",,,"0",,,"33.50","-112.37",,,,,"PUB"
198709,22,1401,198709,22,1401,,9985198,"DELAWARE",10,1987,"September","Hail","C",3,"NEW CASTLE","WBC","22-SEP-87 14:01:00","CST","22-SEP-87 14:01:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,"0",,,"0",,,"39.62","-75.65",,,,,"PUB"
198707,10,2230,198707,10,2230,,10049240,"MINNESOTA",27,1987,"July","Thunderstorm Wind","C",111,"OTTER TAIL","MSP","10-JUL-87 22:30:00","CST","10-JUL-87 22:30:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"46.33","-96.07",,,,,"PUB"
198701,3,2200,198701,3,2200,,10064260,"MISSISSIPPI",28,1987,"January","Thunderstorm Wind","C",129,"SMITH","JAN","03-JAN-87 22:00:00","CST","03-JAN-87 22:00:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"31.83","-89.43",,,,,"PUB"
198707,5,1800,198707,5,1800,,10070335,"MONTANA",30,1987,"July","Hail","C",95,"STILLWATER","GTF","05-JUL-87 18:00:00","CST","05-JUL-87 18:00:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,"0",,,"0",,,"45.97","-109.32",,,,,"PUB"
