BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
196308,7,430,196308,7,430,,10054407,"MINNESOTA",27,1963,"August","Hail","C",121,"POPE",,"07-AUG-63 04:30:00","CST","07-AUG-63 04:30:00","0","0","0","0","0","0",,"1.00",,,,,"0","0",,,,,"0",,,"0",,,"45.58","-95.50",,,,,"PUB"
196312,8,2100,196312,8,2100,,10079241,"NEW JERSEY",34,1963,"December","Thunderstorm Wind","C",0,,,"08-DEC-63 21:00:00","CST","08-DEC-63 21:00:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"39.38","-74.40",,,,,"PUB"
196301,11,1500,196301,11,1500,,9976935,"ALABAMA",1,1963,"January","Thunderstorm Wind","C",101,"MONTGOMERY",,"11-JAN-63 15:00:00","CST","11-JAN-63 15:00:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"32.28","-86.08",,,,,"PUB"
196301,19,1400,196301,19,1400,,9976936,"ALABAMA",1,1963,"January","Tornado","C",25,"CLARKE",,"19-JAN-63 14:00:00","EST","19-JAN-63 14:00:00","0","0","0","0","2.5K","0",,"0",,,,"F2","3.3","33",,,,,"0",,,"0",,,"31.72","-87.78","31.75","-87.75",,,"PUB"
196301,20,1315,196301,20,1315,,9976937,"ALABAMA",1,1963,"January","Thunderstorm Wind","C",3,"BALDWIN",,"20-JAN-63 13:15:00","CST","20-JAN-63 13:15:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"30.58","-87.78",,,,,"PUB"
196303,5,1535,196303,5,1535,,9976939,"ALABAMA",1,1963,"March","Tornado","C",73,"JEFFERSON",,"05-MAR-63 15:35:00","CST","05-MAR-63 15:35:00","35","0","0","0","250K","0",,"0",,,,"F4","14.9","667",,,,,"0",,,"0",,,"33.37","-86.97","33.48","-86.75",,,"PUB"
196303,5,1600,196303,5,1600,,9976940,"ALABAMA",1,1963,"March","Thunderstorm Wind","C",55,"ETOWAH",,"05-MAR-63 16:00:00","CST","05-MAR-63 16:00:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"34.00","-86.00",,,,,"PUB"
196303,5,1800,196303,5,1800,,9976941,"ALABAMA",1,1963,"March","Tornado","C",19,"CHEROKEE",,"05-MAR-63 18:00:00","EST","05-MAR-63 18:00:00","3","0","0","0","25K","0",,"0",,,,"F1","7.1","33",,,,,"0",,,"0",,,"33.98","-85.48","34.07","-85.42",,,"PUB"
196303,11,1400,196303,11,1400,,9976942,"ALABAMA",1,1963,"March","Tornado","C",127,"WALKER",,"11-MAR-63 14:00:00","CST","11-MAR-63 14:00:00","0","0","0","0","25K","0",,"0",,,,"F1","0","33",,,,,"0",,,"0",,,"33.83","-87.43",,,,,"PUB"
196303,11,1400,196303,11,1400,,9976943,"ALABAMA",1,1963,"March","Tornado","C",107,"PICKENS",,"11-MAR-63 14:00:00","CST","11-MAR-63 14:00:00","0","0","0","0","25K","0",,"0",,,,"F2","0","440",,,,,"0",,,"0",,,"33.42","-88.10",,,,,"PUB"
