BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
196007,11,2141,196007,11,2141,,10071755,"NEBRASKA",31,1960,"July","Thunderstorm Wind","C",121,"MERRICK",,"11-JUL-60 21:41:00","CST","11-JUL-60 21:41:00","0","0","0","0","0","0",,"91",,,,,"0","0",,,,,"0",,,"0",,,"41.00","-98.28",,,,,"PUB"
196006,15,2030,196006,15,2030,,10071700,"NEBRASKA",31,1960,"June","Thunderstorm Wind","C",1,"ADAMS",,"15-JUN-60 20:30:00","CST","15-JUN-60 20:30:00","0","0","0","0","0","0",,"85",,,,,"0","0",,,,,"0",,,"0",,,"40.58","-98.40",,,,,"PUB"
196007,22,1525,196007,22,1525,,10071180,"MONTANA",30,1960,"July","Tornado","C",49,"LEWIS AND CLARK",,"22-JUL-60 15:25:00","CST","22-JUL-60 15:25:00","0","0","0","0","0K","0",,"0",,,,"F0","1","10",,,,,"0",,,"0",,,"46.60","-112.00",,,,,"PUB"
196003,29,1900,196003,29,1900,,10018150,"IOWA",19,1960,"March","Hail","C",0,,,"29-MAR-60 19:00:00","CST","29-MAR-60 19:00:00","0","0","0","0","0","0",,"1.50",,,,,"0","0",,,,,"0",,,"0",,,"40.78","-91.08",,,,,"PUB"
196005,5,1550,196005,5,1550,,10093963,"OKLAHOMA",40,1960,"May","Tornado","C",27,"CLEVELAND",,"05-MAY-60 15:50:00","CST","05-MAY-60 15:50:00","0","0","0","0","250K","0",,"0",,,,"F3","10.4","400",,,,,"0",,,"0",,,"35.12","-97.05","35.25","-96.97",,,"PUB"
196003,30,1700,196003,30,1700,,10116581,"SOUTH CAROLINA",45,1960,"March","Tornado","C",59,"LAURENS",,"30-MAR-60 17:00:00","CST","30-MAR-60 17:00:00","0","0","0","0","25K","0",,"0",,,,"F2","9.8","50",,,,,"0",,,"0",,,"34.42","-82.00","34.45","-81.83",,,"PUB"
196005,17,1815,196005,17,1815,,10119101,"TEXAS",48,1960,"May","Tornado","C",189,"HALE",,"17-MAY-60 18:15:00","CST","17-MAY-60 18:15:00","0","0","0","0","2.5K","0",,"0",,,,"F0",".6","17",,,,,"0",,,"0",,,"34.18","-101.72",,,,,"PUB"
196006,13,1600,196006,13,1600,,10096028,"OKLAHOMA",40,1960,"June","Hail","C",73,"KINGFISHER",,"13-JUN-60 16:00:00","CST","13-JUN-60 16:00:00","0","0","0","0","0","0",,"1.50",,,,,"0","0",,,,,"0",,,"0",,,"36.08","-98.08",,,,,"PUB"
196006,4,2105,196006,4,2105,,10085631,"OHIO",39,1960,"June","Thunderstorm Wind","C",171,"WILLIAMS",,"04-JUN-60 21:05:00","CST","04-JUN-60 21:05:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"41.50","-84.58",,,,,"PUB"
196006,28,800,196006,28,800,,10018191,"IOWA",19,1960,"June","Hail","C",0,,,"28-JUN-60 08:00:00","CST","28-JUN-60 08:00:00","0","0","0","0","0","0",,"1.50",,,,,"0","0",,,,,"0",,,"0",,,"42.78","-96.58",,,,,"PUB"
196007,28,100,196007,28,100,,10091727,"OKLAHOMA",40,1960,"July","Thunderstorm Wind","C",79,"LE FLORE",,"28-JUL-60 01:00:00","CST","28-JUL-60 01:00:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"35.08","-94.58",,,,,"PUB"
