BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
196904,9,1600,196904,9,1600,,9984356,"ARKANSAS",5,1969,"April","Hail","C",101,"NEWTON",,"09-APR-69 16:00:00","CST","09-APR-69 16:00:00","0","0","0","0","0","0",,"1.00",,,,,"0","0",,,,,"0",,,"0",,,"36.00","-93.18",,,,,"PUB"
196909,6,1815,196909,6,1815,,10037132,"KENTUCKY",21,1969,"September","Thunderstorm Wind","C",83,"GRAVES",,"06-SEP-69 18:15:00","CST","06-SEP-69 18:15:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"36.88","-88.58",,,,,"PUB"
196907,16,1850,196907,16,1850,,10067849,"NEBRASKA",31,1969,"July","Thunderstorm Wind","C",77,"GREELEY",,"16-JUL-69 18:50:00","CST","16-JUL-69 18:50:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"41.70","-98.40",,,,,"PUB"
196905,29,1700,196905,29,1700,,10076065,"NEW YORK",36,1969,"May","Hail","C",7,"BROOME",,"29-MAY-69 17:00:00","CST","29-MAY-69 17:00:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,"0",,,"0",,,"42.08","-76.00",,,,,"PUB"
196906,28,635,196906,28,635,,10057764,"MISSOURI",29,1969,"June","Hail","C",37,"CASS",,"28-JUN-69 06:35:00","CST","28-JUN-69 06:35:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,"0",,,"0",,,"38.78","-94.58",,,,,"PUB"
196906,29,1645,196906,29,1645,,10038239,"MICHIGAN",26,1969,"June","Hail","C",0,,,"29-JUN-69 16:45:00","CST","29-JUN-69 16:45:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,"0",,,"0",,,"44.00","-86.50",,,,,"PUB"
196904,4,1600,196904,4,1600,,10056584,"MISSOURI",29,1969,"April","Hail","C",11,"BARTON",,"04-APR-69 16:00:00","CST","04-APR-69 16:00:00","0","0","0","0","0","0",,"3.00",,,,,"0","0",,,,,"0",,,"0",,,"37.50","-94.28",,,,,"PUB"
196906,20,1800,196906,20,1800,,9978484,"ALABAMA",1,1969,"June","Thunderstorm Wind","C",53,"ESCAMBIA",,"20-JUN-69 18:00:00","CST","20-JUN-69 18:00:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"31.00","-87.40",,,,,"PUB"
196906,21,1220,196906,21,1220,,9978485,"ALABAMA",1,1969,"June","Thunderstorm Wind","C",97,"MOBILE",,"21-JUN-69 12:20:00","CST","21-JUN-69 12:20:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"30.70","-88.28",,,,,"PUB"
196906,21,2115,196906,21,2115,,9978486,"ALABAMA",1,1969,"June","Thunderstorm Wind","C",91,"MARENGO",,"21-JUN-69 21:15:00","CST","21-JUN-69 21:15:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"32.50","-87.90",,,,,"PUB"
