BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
196210,4,1550,196210,4,1550,,10054373,"MINNESOTA",27,1962,"October","Tornado","C",109,"OLMSTED",,"04-OCT-62 15:50:00","CST","04-OCT-62 15:50:00","0","0","0","0","0K","0",,"0",,,,"F0","0","33",,,,,"0",,,"0",,,"43.98","-92.60",,,,,"PUB"
196208,8,1235,196208,8,1235,,10038404,"MICHIGAN",26,1962,"August","Thunderstorm Wind","C",73,"ISABELLA",,"08-AUG-62 12:35:00","CST","08-AUG-62 12:35:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"43.58","-84.78",,,,,"PUB"
196207,4,1804,196207,4,1804,,9976920,"ALABAMA",1,1962,"July","Thunderstorm Wind","C",73,"JEFFERSON",,"04-JUL-62 18:04:00","CST","04-JUL-62 18:04:00","0","0","0","0","0","0",,"62",,,,,"0","0",,,,,"0",,,"0",,,"33.58","-86.78",,,,,"PUB"
196207,5,1345,196207,5,1345,,9976921,"ALABAMA",1,1962,"July","Thunderstorm Wind","C",105,"PERRY",,"05-JUL-62 13:45:00","CST","05-JUL-62 13:45:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"32.58","-87.28",,,,,"PUB"
196207,5,1400,196207,5,1400,,9976922,"ALABAMA",1,1962,"July","Thunderstorm Wind","C",89,"MADISON",,"05-JUL-62 14:00:00","CST","05-JUL-62 14:00:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"34.70","-86.58",,,,,"PUB"
196207,9,1630,196207,9,1630,,9976924,"ALABAMA",1,1962,"July","Thunderstorm Wind","C",3,"BALDWIN",,"09-JUL-62 16:30:00","CST","09-JUL-62 16:30:00","0","0","0","0","0","0",,"70",,,,,"0","0",,,,,"0",,,"0",,,"30.58","-87.58",,,,,"PUB"
196207,17,1330,196207,17,1330,,9976925,"ALABAMA",1,1962,"July","Thunderstorm Wind","C",127,"WALKER",,"17-JUL-62 13:30:00","CST","17-JUL-62 13:30:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"33.78","-87.28",,,,,"PUB"
196207,17,1500,196207,17,1500,,9976926,"ALABAMA",1,1962,"July","Thunderstorm Wind","C",7,"BIBB",,"17-JUL-62 15:00:00","CST","17-JUL-62 15:00:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"33.00","-87.08",,,,,"PUB"
196207,20,1300,196207,20,1300,,9976927,"ALABAMA",1,1962,"July","Thunderstorm Wind","C",45,"DALE",,"20-JUL-62 13:00:00","CST","20-JUL-62 13:00:00","0","0","0","0","0","0",,"50",,,,,"0","0",,,,,"0",,,"0",,,"31.40","-85.68",,,,,"PUB"
196207,20,1400,196207,20,1400,,9976928,"ALABAMA",1,1962,"July","Thunderstorm Wind","C",69,"HOUSTON",,"20-JUL-62 14:00:00","CST","20-JUL-62 14:00:00","0","0","0","0","0","0",,"58",,,,,"0","0",,,,,"0",,,"0",,,"31.28","-85.40",,,,,"PUB"
196207,21,1430,196207,21,1430,,9976929,"ALABAMA",1,1962,"July","Thunderstorm Wind","C",49,"DEKALB",,"21-JUL-62 14:30:00","CST","21-JUL-62 14:30:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"34.50","-85.68",,,,,"PUB"
196207,31,1530,196207,31,1530,,9976930,"ALABAMA",1,1962,"July","Thunderstorm Wind","C",97,"MOBILE",,"31-JUL-62 15:30:00","CST","31-JUL-62 15:30:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"30.70","-88.00",,,,,"PUB"
196208,5,1445,196208,5,1445,,9976931,"ALABAMA",1,1962,"August","Thunderstorm Wind","C",73,"JEFFERSON",,"05-AUG-62 14:45:00","CST","05-AUG-62 14:45:00","0","0","0","0","0","0",,"63",,,,,"0","0",,,,,"0",,,"0",,,"33.58","-86.78",,,,,"PUB"
