BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
195109,9,915,195109,9,915,,10047282,"MISSISSIPPI",28,1951,"September","Tornado","C",87,"LOWNDES",,"09-SEP-51 09:15:00","CST","09-SEP-51 09:15:00","0","0","0","0","0K","0",,"0",,,,"F2",".1","100",,,,,"0",,,"0",,,"33.50","-88.43",,,,,"PUB"
195106,17,2200,195106,17,2200,,10028729,"KANSAS",20,1951,"June","Tornado","C",63,"GOVE",,"17-JUN-51 22:00:00","CST","17-JUN-51 22:00:00","0","0","0","0","0K","0",,"0",,,,"F0",".7","33",,,,,"0",,,"0",,,"39.07","-100.23",,,,,"PUB"
195103,28,510,195103,28,510,,10120421,"TEXAS",48,1951,"March","Tornado","C",225,"HOUSTON",,"28-MAR-51 05:10:00","CST","28-MAR-51 05:10:00","0","0","0","0","2.5K","0",,"0",,,,"F1",".5","17",,,,,"0",,,"0",,,"31.37","-95.60",,,,,"PUB"
195105,9,1830,195105,9,1830,,10099717,"OKLAHOMA",40,1951,"May","Tornado","C",33,"COTTON",,"09-MAY-51 18:30:00","CST","09-MAY-51 18:30:00","0","0","0","0","2.5K","0",,"0",,,,"F1","0","33",,,,,"0",,,"0",,,"34.45","-98.32",,,,,"PUB"
195107,15,1620,195107,15,1620,,10099742,"OKLAHOMA",40,1951,"July","Tornado","C",73,"KINGFISHER",,"15-JUL-51 16:20:00","CST","15-JUL-51 16:20:00","0","0","0","0",".25K","0",,"0",,,,"F2","0","100",,,,,"0",,,"0",,,"34.80","-94.80",,,,,"PUB"
195105,8,1800,195105,8,1800,,10028691,"KANSAS",20,1951,"May","Tornado","C",203,"WICHITA",,"08-MAY-51 18:00:00","CST","08-MAY-51 18:00:00","0","0","0","0",".25K","0",,"0",,,,"F1","0","33",,,,,"0",,,"0",,,"38.38","-101.55",,,,,"PUB"
195103,30,1500,195103,30,1500,,10104933,"PENNSYLVANIA",42,1951,"March","Tornado","C",1,"ADAMS",,"30-MAR-51 15:00:00","CST","30-MAR-51 15:00:00","0","0","0","0","2.5K","0",,"0",,,,"F1",".1","20",,,,,"0",,,"0",,,"39.83","-77.23",,,,,"PUB"
195105,11,1330,195105,11,1330,,10104934,"PENNSYLVANIA",42,1951,"May","Tornado","C",111,"SOMERSET",,"11-MAY-51 13:30:00","CST","11-MAY-51 13:30:00","1","0","0","0","25K","0",,"0",,,,"F2","8","33",,,,,"0",,,"0",,,"40.12","-79.12","40.05","-78.98",,,"PUB"
195106,27,2204,195106,27,2204,,10104935,"PENNSYLVANIA",42,1951,"June","Tornado","C",5,"ARMSTRONG",,"27-JUN-51 22:04:00","CST","27-JUN-51 22:04:00","0","0","0","0","2.5K","0",,"0",,,,"F2","19.7","33",,,,,"0",,,"0",,,"40.58","-79.25","40.87","-79.18",,,"PUB"
195107,21,1100,195107,21,1100,,10104936,"PENNSYLVANIA",42,1951,"July","Tornado","C",15,"BRADFORD",,"21-JUL-51 11:00:00","CST","21-JUL-51 11:00:00","0","0","0","0",".25K","0",,"0",,,,"F0",".1","33",,,,,"0",,,"0",,,"41.80","-76.47",,,,,"PUB"
195104,29,1815,195104,29,1815,,10082587,"NEW JERSEY",34,1951,"April","Tornado","C",27,"MORRIS",,"29-APR-51 18:15:00","CST","29-APR-51 18:15:00","2","0","0","0","25K","0",,"0",,,,"F1",".5","400",,,,,"0",,,"0",,,"40.90","-74.60",,,,,"PUB"
195102,19,1830,195102,19,1830,,10099493,"OKLAHOMA",40,1951,"February","Tornado","C",15,"CADDO",,"19-FEB-51 18:30:00","CST","19-FEB-51 18:30:00","5","0","0","0","25K","0",,"0",,,,"F2","7.6","20",,,,,"0",,,"0",,,"35.27","-98.18","35.37","-98.13",,,"PUB"
195105,3,1335,195105,3,1335,,10039190,"MICHIGAN",26,1951,"May","Tornado","C",93,"LIVINGSTON",,"03-MAY-51 13:35:00","CST","03-MAY-51 13:35:00","0","0","0","0","250K","0",,"0",,,,"F2","2.3","150",,,,,"0",,,"0",,,"42.70","-84.05","42.73","-84.00",,,"PUB"
195106,1,1800,195106,1,1800,,10039191,"MICHIGAN",26,1951,"June","Tornado","C",45,"EATON",,"01-JUN-51 18:00:00","CST","01-JUN-51 18:00:00","1","0","0","0","2.5K","0",,"0",,,,"F1",".5","10",,,,,"0",,,"0",,,"42.75","-84.75",,,,,"PUB"
195106,26,1800,195106,26,1800,,10039192,"MICHIGAN",26,1951,"June","Tornado","C",111,"MIDLAND",,"26-JUN-51 18:00:00","CST","26-JUN-51 18:00:00","0","0","0","0","25K","0",,"0",,,,"F1","0","33",,,,,"0",,,"0",,,"43.67","-84.33",,,,,"PUB"
195105,18,1730,195105,18,1730,,10099725,"OKLAHOMA",40,1951,"May","Tornado","C",31,"COMANCHE",,"18-MAY-51 17:30:00","CST","18-MAY-51 17:30:00","0","0","0","0","2.5K","0",,"0",,,,"F1","0","33",,,,,"0",,,"0",,,"34.78","-98.23",,,,,"PUB"
195105,19,1915,195105,19,1915,,10099726,"OKLAHOMA",40,1951,"May","Tornado","C",9,"BECKHAM",,"19-MAY-51 19:15:00","CST","19-MAY-51 19:15:00","0","0","0","0","2.5K","0",,"0",,,,"F1","0","33",,,,,"0",,,"0",,,"35.33","-99.87",,,,,"PUB"
195105,19,1930,195105,19,1930,,10099727,"OKLAHOMA",40,1951,"May","Tornado","C",43,"DEWEY",,"19-MAY-51 19:30:00","CST","19-MAY-51 19:30:00","0","0","0","0","2.5K","0",,"0",,,,"F2","2","67",,,,,"0",,,"0",,,"36.00","-98.95",,,,,"PUB"
195105,19,2012,195105,19,2012,,10099728,"OKLAHOMA",40,1951,"May","Tornado","C",9,"BECKHAM",,"19-MAY-51 20:12:00","CST","19-MAY-51 20:12:00","0","0","0","0","0K","0",,"0",,,,"F0","0","220",,,,,"0",,,"0",,,"35.43","-99.63",,,,,"PUB"
195106,5,1800,195106,5,1800,,10099729,"OKLAHOMA",40,1951,"June","Tornado","C",139,"TEXAS",,"05-JUN-51 18:00:00","CST","05-JUN-51 18:00:00","0","0","0","0","2.5K","0",,"0",,,,"F2","0","33",,,,,"0",,,"0",,,"36.53","-101.80",,,,,"PUB"
195106,6,2130,195106,6,2130,,10099730,"OKLAHOMA",40,1951,"June","Tornado","C",55,"GREER",,"06-JUN-51 21:30:00","CST","06-JUN-51 21:30:00","0","0","0","0",".25K","0",,"0",,,,"F0",".2","33",,,,,"0",,,"0",,,"34.83","-99.47",,,,,"PUB"
