BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
196707,4,1638,196707,4,1638,,9986524,"COLORADO",8,1967,"July","Tornado","C",61,"KIOWA",,"04-JUL-67 16:38:00","CST","04-JUL-67 16:38:00","0","0","0","0",".25K","0",,"0",,,,"F1","0","33",,,,,"0",,,"0",,,"38.48","-102.85",,,,,"PUB"
196706,12,1815,196706,12,1815,,10067259,"NEBRASKA",31,1967,"June","Tornado","C",19,"BUFFALO",,"12-JUN-67 18:15:00","CST","12-JUN-67 18:15:00","0","0","0","0","25K","0",,"0",,,,"F2","34.3","50",,,,,"0",,,"0",,,"40.67","-99.05","40.80","-98.42",,,"PUB"
196705,14,2250,196705,14,2250,,9976165,"ALABAMA",1,1967,"May","Thunderstorm Wind","C",59,"FRANKLIN",,"14-MAY-67 22:50:00","CST","14-MAY-67 22:50:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"34.50","-88.00",,,,,"PUB"
196705,14,2310,196705,14,2310,,9976166,"ALABAMA",1,1967,"May","Thunderstorm Wind","C",33,"COLBERT",,"14-MAY-67 23:10:00","CST","14-MAY-67 23:10:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"34.78","-87.50",,,,,"PUB"
196705,14,2330,196705,14,2330,,9976167,"ALABAMA",1,1967,"May","Thunderstorm Wind","C",77,"LAUDERDALE",,"14-MAY-67 23:30:00","CST","14-MAY-67 23:30:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"34.88","-87.50",,,,,"PUB"
196705,14,2330,196705,14,2330,,9976168,"ALABAMA",1,1967,"May","Thunderstorm Wind","C",77,"LAUDERDALE",,"14-MAY-67 23:30:00","CST","14-MAY-67 23:30:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"34.88","-87.50",,,,,"PUB"
196705,14,2330,196705,14,2330,,9976169,"ALABAMA",1,1967,"May","Thunderstorm Wind","C",77,"LAUDERDALE",,"14-MAY-67 23:30:00","CST","14-MAY-67 23:30:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"34.88","-87.50",,,,,"PUB"
196705,17,1430,196705,17,1430,,9976170,"ALABAMA",1,1967,"May","Hail","C",83,"LIMESTONE",,"17-MAY-67 14:30:00","CST","17-MAY-67 14:30:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,"0",,,"0",,,"34.78","-87.00",,,,,"PUB"
196705,31,2015,196705,31,2015,,9976171,"ALABAMA",1,1967,"May","Thunderstorm Wind","C",115,"ST. CLAIR",,"31-MAY-67 20:15:00","CST","31-MAY-67 20:15:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"33.78","-86.18",,,,,"PUB"
196705,31,2020,196705,31,2020,,9976172,"ALABAMA",1,1967,"May","Thunderstorm Wind","C",55,"ETOWAH",,"31-MAY-67 20:20:00","CST","31-MAY-67 20:20:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"34.00","-86.00",,,,,"PUB"
196706,21,1300,196706,21,1300,,9976173,"ALABAMA",1,1967,"June","Tornado","C",59,"FRANKLIN",,"21-JUN-67 13:00:00","CST","21-JUN-67 13:00:00","0","0","0","0","250K","0",,"0",,,,,"0","33",,,,,"0",,,"0",,,"34.45","-88.15",,,,,"PUB"
196706,21,1400,196706,21,1400,,9976174,"ALABAMA",1,1967,"June","Thunderstorm Wind","C",125,"TUSCALOOSA",,"21-JUN-67 14:00:00","CST","21-JUN-67 14:00:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"33.20","-87.58",,,,,"PUB"
196706,21,1430,196706,21,1430,,9976175,"ALABAMA",1,1967,"June","Thunderstorm Wind","C",49,"DEKALB",,"21-JUN-67 14:30:00","CST","21-JUN-67 14:30:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"34.20","-85.90",,,,,"PUB"
196706,28,1600,196706,28,1600,,9976176,"ALABAMA",1,1967,"June","Thunderstorm Wind","C",121,"TALLADEGA",,"28-JUN-67 16:00:00","CST","28-JUN-67 16:00:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"33.28","-86.40",,,,,"PUB"
196706,28,1730,196706,28,1730,,9976177,"ALABAMA",1,1967,"June","Thunderstorm Wind","C",103,"MORGAN",,"28-JUN-67 17:30:00","CST","28-JUN-67 17:30:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"34.38","-87.00",,,,,"PUB"
196706,29,1400,196706,29,1400,,9976178,"ALABAMA",1,1967,"June","Tornado","C",59,"FRANKLIN",,"29-JUN-67 14:00:00","CST","29-JUN-67 14:00:00","0","0","0","0","25K","0",,"0",,,,"F2",".5","33",,,,,"0",,,"0",,,"34.45","-88.15",,,,,"PUB"
196706,29,1400,196706,29,1400,,9976179,"ALABAMA",1,1967,"June","Thunderstorm Wind","C",59,"FRANKLIN",,"29-JUN-67 14:00:00","CST","29-JUN-67 14:00:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"34.38","-88.08",,,,,"PUB"
196706,29,1655,196706,29,1655,,9976180,"ALABAMA",1,1967,"June","Thunderstorm Wind","C",49,"DEKALB",,"29-JUN-67 16:55:00","CST","29-JUN-67 16:55:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"34.50","-85.68",,,,,"PUB"
196707,5,935,196707,5,935,,9976181,"ALABAMA",1,1967,"July","Hail","C",0,,,"05-JUL-67 09:35:00","CST","05-JUL-67 09:35:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,"0",,,"0",,,"30.50","-88.00",,,,,"PUB"
196707,7,1415,196707,7,1415,,9976182,"ALABAMA",1,1967,"July","Hail","C",101,"MONTGOMERY",,"07-JUL-67 14:15:00","CST","07-JUL-67 14:15:00","0","0","0","0","0","0",,"1.00",,,,,"0","0",,,,,"0",,,"0",,,"32.28","-86.18",,,,,"PUB"
196707,11,1700,196707,11,1700,,9976183,"ALABAMA",1,1967,"July","Thunderstorm Wind","C",89,"MADISON",,"11-JUL-67 17:00:00","CST","11-JUL-67 17:00:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"34.78","-86.50",,,,,"PUB"
196707,19,1700,196707,19,1700,,9976184,"ALABAMA",1,1967,"July","Tornado","C",97,"MOBILE",,"19-JUL-67 17:00:00","CST","19-JUL-67 17:00:00","0","0","0","0",".25K","0",,"0",,,,"F1","0","33",,,,,"0",,,"0",,,"30.63","-88.17",,,,,"PUB"
196707,22,1900,196707,22,1900,,9976185,"ALABAMA",1,1967,"July","Thunderstorm Wind","C",67,"HENRY",,"22-JUL-67 19:00:00","CST","22-JUL-67 19:00:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"31.60","-85.28",,,,,"PUB"
196707,29,1315,196707,29,1315,,9976186,"ALABAMA",1,1967,"July","Hail","C",115,"ST. CLAIR",,"29-JUL-67 13:15:00","CST","29-JUL-67 13:15:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,"0",,,"0",,,"33.58","-86.40",,,,,"PUB"
196708,1,1600,196708,1,1600,,9976187,"ALABAMA",1,1967,"August","Thunderstorm Wind","C",91,"MARENGO",,"01-AUG-67 16:00:00","CST","01-AUG-67 16:00:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"32.20","-87.50",,,,,"PUB"
196709,27,1920,196709,27,1920,,9976188,"ALABAMA",1,1967,"September","Hail","C",15,"CALHOUN",,"27-SEP-67 19:20:00","CST","27-SEP-67 19:20:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,"0",,,"0",,,"33.78","-85.78",,,,,"PUB"
196711,24,1919,196711,24,1919,,9976200,"ALABAMA",1,1967,"November","Hail","C",113,"RUSSELL",,"24-NOV-67 19:19:00","CST","24-NOV-67 19:19:00","0","0","0","0","0","0",,"2.75",,,,,"0","0",,,,,"0",,,"0",,,"32.38","-85.08",,,,,"PUB"
196712,2,1515,196712,2,1515,,9976201,"ALABAMA",1,1967,"December","Thunderstorm Wind","C",97,"MOBILE",,"02-DEC-67 15:15:00","CST","02-DEC-67 15:15:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"31.10","-88.18",,,,,"PUB"
196712,2,1545,196712,2,1545,,9976202,"ALABAMA",1,1967,"December","Tornado","C",99,"MONROE",,"02-DEC-67 15:45:00","CST","02-DEC-67 15:45:00","0","0","0","0","250K","0",,"0",,,,"F2","1","300",,,,,"0",,,"0",,,"31.43","-87.40",,,,,"PUB"
196712,2,1550,196712,2,1550,,9976203,"ALABAMA",1,1967,"December","Thunderstorm Wind","C",73,"JEFFERSON",,"02-DEC-67 15:50:00","CST","02-DEC-67 15:50:00","0","0","0","0","0","0",,"65",,,,,"0","0",,,,,"0",,,"0",,,"33.58","-86.90",,,,,"PUB"
196712,2,1655,196712,2,1655,,9976204,"ALABAMA",1,1967,"December","Thunderstorm Wind","C",97,"MOBILE",,"02-DEC-67 16:55:00","CST","02-DEC-67 16:55:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"30.78","-88.00",,,,,"PUB"
196712,10,410,196712,10,410,,9976205,"ALABAMA",1,1967,"December","Tornado","C",3,"BALDWIN",,"10-DEC-67 04:10:00","CST","10-DEC-67 04:10:00","0","0","0","0","250K","0",,"0",,,,"F2","14.2","33",,,,,"0",,,"0",,,"30.30","-87.77","30.33","-87.53",,,"PUB"
196712,10,2330,196712,10,2330,,9976206,"ALABAMA",1,1967,"December","Hail","C",97,"MOBILE",,"10-DEC-67 23:30:00","CST","10-DEC-67 23:30:00","0","0","0","0","0","0",,"1.25",,,,,"0","0",,,,,"0",,,"0",,,"30.70","-88.28",,,,,"PUB"
196710,24,1900,196710,24,1900,,9976190,"ALABAMA",1,1967,"October","Tornado","C",33,"COLBERT",,"24-OCT-67 19:00:00","CST","24-OCT-67 19:00:00","0","0","0","0","250K","0",,"0",,,,"F3","13.1","33",,,,,"0",,,"0",,,"34.67","-87.67","34.73","-87.45",,,"PUB"
196710,24,1900,196710,24,1900,,9976191,"ALABAMA",1,1967,"October","Tornado","C",79,"LAWRENCE",,"24-OCT-67 19:00:00","CST","24-OCT-67 19:00:00","3","0","0","0","250K","0",,"0",,,,"F3","1.9","33",,,,,"0",,,"0",,,"34.73","-87.45","34.73","-87.42",,,"PUB"
196710,24,2000,196710,24,2000,,9976192,"ALABAMA",1,1967,"October","Thunderstorm Wind","C",89,"MADISON",,"24-OCT-67 20:00:00","CST","24-OCT-67 20:00:00","0","0","0","0","0","0",,"50",,,,,"0","0",,,,,"0",,,"0",,,"34.70","-86.58",,,,,"PUB"
196710,30,930,196710,30,930,,9976193,"ALABAMA",1,1967,"October","Tornado","C",3,"BALDWIN",,"30-OCT-67 09:30:00","CST","30-OCT-67 09:30:00","1","0","0","0","25K","0",,"0",,,,"F2","13.1","33",,,,,"0",,,"0",,,"30.25","-87.65","30.40","-87.78",,,"PUB"
196710,30,1015,196710,30,1015,,9976194,"ALABAMA",1,1967,"October","Thunderstorm Wind","C",0,,,"30-OCT-67 10:15:00","CST","30-OCT-67 10:15:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"30.70","-88.50",,,,,"PUB"
196710,30,1220,196710,30,1220,,9976195,"ALABAMA",1,1967,"October","Thunderstorm Wind","C",0,,,"30-OCT-67 12:20:00","CST","30-OCT-67 12:20:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"30.18","-87.68",,,,,"PUB"
196710,30,1500,196710,30,1500,,9976196,"ALABAMA",1,1967,"October","Tornado","C",97,"MOBILE",,"30-OCT-67 15:00:00","CST","30-OCT-67 15:00:00","0","0","0","0","2.5K","0",,"0",,,,"F2","0","33",,,,,"0",,,"0",,,"30.33","-88.10",,,,,"PUB"
196711,21,2115,196711,21,2115,,9976197,"ALABAMA",1,1967,"November","Hail","C",89,"MADISON",,"21-NOV-67 21:15:00","CST","21-NOV-67 21:15:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,"0",,,"0",,,"34.70","-86.58",,,,,"PUB"
196711,22,1600,196711,22,1600,,9976198,"ALABAMA",1,1967,"November","Tornado","C",15,"CALHOUN",,"22-NOV-67 16:00:00","CST","22-NOV-67 16:00:00","2","0","0","0","250K","0",,"0",,,,"F2","3.8","33",,,,,"0",,,"0",,,"33.65","-85.92","33.68","-85.87",,,"PUB"
196711,24,1305,196711,24,1305,,9976199,"ALABAMA",1,1967,"November","Tornado","C",89,"MADISON",,"24-NOV-67 13:05:00","CST","24-NOV-67 13:05:00","7","0","0","0","250K","0",,"0",,,,"F2","6.6","83",,,,,"0",,,"0",,,"34.72","-86.58","34.67","-86.48",,,"PUB"
196706,11,1620,196706,11,1620,,10040681,"MICHIGAN",26,1967,"June","Tornado","C",21,"BERRIEN",,"11-JUN-67 16:20:00","CST","11-JUN-67 16:20:00","0","0","0","0","0K","0",,"0",,,,"F0","0","33",,,,,"0",,,"0",,,"42.02","-86.52",,,,,"PUB"
196705,12,1740,196705,12,1740,,9976163,"ALABAMA",1,1967,"May","Thunderstorm Wind","C",103,"MORGAN",,"12-MAY-67 17:40:00","CST","12-MAY-67 17:40:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"34.58","-87.00",,,,,"PUB"
196705,12,1920,196705,12,1920,,9976164,"ALABAMA",1,1967,"May","Hail","C",55,"ETOWAH",,"12-MAY-67 19:20:00","CST","12-MAY-67 19:20:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,"0",,,"0",,,"34.00","-86.00",,,,,"PUB"
196705,6,1740,196705,6,1740,,9976145,"ALABAMA",1,1967,"May","Hail","C",73,"JEFFERSON",,"06-MAY-67 17:40:00","CST","06-MAY-67 17:40:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,"0",,,"0",,,"33.58","-86.78",,,,,"PUB"
196705,6,1745,196705,6,1745,,9976146,"ALABAMA",1,1967,"May","Thunderstorm Wind","C",117,"SHELBY",,"06-MAY-67 17:45:00","CST","06-MAY-67 17:45:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"33.28","-86.68",,,,,"PUB"
196705,6,1845,196705,6,1845,,9976147,"ALABAMA",1,1967,"May","Tornado","C",73,"JEFFERSON",,"06-MAY-67 18:45:00","CST","06-MAY-67 18:45:00","25","0","1","0","2.5M","0",,"0",,,,"F3","4.3","200",,,,,"0",,,"0",,,"33.45","-86.83","33.47","-86.77",,,"PUB"
196705,6,1920,196705,6,1920,,9976148,"ALABAMA",1,1967,"May","Thunderstorm Wind","C",117,"SHELBY",,"06-MAY-67 19:20:00","CST","06-MAY-67 19:20:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"33.38","-86.40",,,,,"PUB"
196705,7,130,196705,7,130,,9976149,"ALABAMA",1,1967,"May","Thunderstorm Wind","C",95,"MARSHALL",,"07-MAY-67 01:30:00","CST","07-MAY-67 01:30:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"34.50","-86.50",,,,,"PUB"
196705,7,130,196705,7,130,,9976150,"ALABAMA",1,1967,"May","Thunderstorm Wind","C",103,"MORGAN",,"07-MAY-67 01:30:00","CST","07-MAY-67 01:30:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"34.50","-86.58",,,,,"PUB"
196705,7,130,196705,7,130,,9976151,"ALABAMA",1,1967,"May","Thunderstorm Wind","C",89,"MADISON",,"07-MAY-67 01:30:00","CST","07-MAY-67 01:30:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"34.58","-86.58",,,,,"PUB"
196705,7,130,196705,7,130,,9976152,"ALABAMA",1,1967,"May","Thunderstorm Wind","C",89,"MADISON",,"07-MAY-67 01:30:00","CST","07-MAY-67 01:30:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"34.70","-86.58",,,,,"PUB"
196705,7,140,196705,7,140,,9976153,"ALABAMA",1,1967,"May","Thunderstorm Wind","C",103,"MORGAN",,"07-MAY-67 01:40:00","CST","07-MAY-67 01:40:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"34.58","-87.00",,,,,"PUB"
196705,7,308,196705,7,308,,9976154,"ALABAMA",1,1967,"May","Thunderstorm Wind","C",73,"JEFFERSON",,"07-MAY-67 03:08:00","CST","07-MAY-67 03:08:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"33.38","-87.00",,,,,"PUB"
196705,7,315,196705,7,315,,9976155,"ALABAMA",1,1967,"May","Thunderstorm Wind","C",73,"JEFFERSON",,"07-MAY-67 03:15:00","CST","07-MAY-67 03:15:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"33.70","-86.78",,,,,"PUB"
196705,7,320,196705,7,320,,9976156,"ALABAMA",1,1967,"May","Thunderstorm Wind","C",117,"SHELBY",,"07-MAY-67 03:20:00","CST","07-MAY-67 03:20:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"33.28","-86.78",,,,,"PUB"
196705,7,320,196705,7,320,,9976157,"ALABAMA",1,1967,"May","Thunderstorm Wind","C",73,"JEFFERSON",,"07-MAY-67 03:20:00","CST","07-MAY-67 03:20:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"33.58","-86.78",,,,,"PUB"
196705,7,440,196705,7,440,,9976158,"ALABAMA",1,1967,"May","Tornado","C",121,"TALLADEGA",,"07-MAY-67 04:40:00","CST","07-MAY-67 04:40:00","0","0","0","0","25K","0",,"0",,,,"F2","5.2","33",,,,,"0",,,"0",,,"33.40","-86.10","33.43","-86.02",,,"PUB"
196705,8,1745,196705,8,1745,,9976159,"ALABAMA",1,1967,"May","Thunderstorm Wind","C",31,"COFFEE",,"08-MAY-67 17:45:00","CST","08-MAY-67 17:45:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"31.28","-86.08",,,,,"PUB"
196705,8,1913,196705,8,1913,,9976160,"ALABAMA",1,1967,"May","Thunderstorm Wind","C",69,"HOUSTON",,"08-MAY-67 19:13:00","CST","08-MAY-67 19:13:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"31.28","-85.40",,,,,"PUB"
196705,8,1913,196705,8,1913,,9976161,"ALABAMA",1,1967,"May","Thunderstorm Wind","C",39,"COVINGTON",,"08-MAY-67 19:13:00","CST","08-MAY-67 19:13:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"31.40","-86.40",,,,,"PUB"
196705,12,950,196705,12,950,,9976162,"ALABAMA",1,1967,"May","Hail","C",95,"MARSHALL",,"12-MAY-67 09:50:00","CST","12-MAY-67 09:50:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,"0",,,"0",,,"34.20","-86.18",,,,,"PUB"
196704,24,100,196704,24,100,,9976135,"ALABAMA",1,1967,"April","Thunderstorm Wind","C",43,"CULLMAN",,"24-APR-67 01:00:00","CST","24-APR-67 01:00:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"34.28","-86.58",,,,,"PUB"
196704,24,200,196704,24,200,,9976136,"ALABAMA",1,1967,"April","Hail","C",19,"CHEROKEE",,"24-APR-67 02:00:00","CST","24-APR-67 02:00:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,"0",,,"0",,,"34.20","-85.50",,,,,"PUB"
196704,26,1145,196704,26,1145,,9976137,"ALABAMA",1,1967,"April","Thunderstorm Wind","C",103,"MORGAN",,"26-APR-67 11:45:00","CST","26-APR-67 11:45:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"34.38","-86.90",,,,,"PUB"
196704,26,1707,196704,26,1707,,9976138,"ALABAMA",1,1967,"April","Hail","C",125,"TUSCALOOSA",,"26-APR-67 17:07:00","CST","26-APR-67 17:07:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,"0",,,"0",,,"33.20","-87.58",,,,,"PUB"
196704,26,1745,196704,26,1745,,9976139,"ALABAMA",1,1967,"April","Thunderstorm Wind","C",125,"TUSCALOOSA",,"26-APR-67 17:45:00","CST","26-APR-67 17:45:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"33.28","-87.40",,,,,"PUB"
196704,26,1845,196704,26,1845,,9976140,"ALABAMA",1,1967,"April","Thunderstorm Wind","C",47,"DALLAS",,"26-APR-67 18:45:00","CST","26-APR-67 18:45:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"32.28","-87.00",,,,,"PUB"
196704,26,2030,196704,26,2030,,9976141,"ALABAMA",1,1967,"April","Hail","C",5,"BARBOUR",,"26-APR-67 20:30:00","CST","26-APR-67 20:30:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,"0",,,"0",,,"31.90","-85.40",,,,,"PUB"
196705,1,1930,196705,1,1930,,9976142,"ALABAMA",1,1967,"May","Hail","C",133,"WINSTON",,"01-MAY-67 19:30:00","CST","01-MAY-67 19:30:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,"0",,,"0",,,"34.28","-87.40",,,,,"PUB"
196705,6,1630,196705,6,1630,,9976143,"ALABAMA",1,1967,"May","Hail","C",127,"WALKER",,"06-MAY-67 16:30:00","CST","06-MAY-67 16:30:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,"0",,,"0",,,"33.88","-87.50",,,,,"PUB"
196705,6,1630,196705,6,1630,,9976144,"ALABAMA",1,1967,"May","Thunderstorm Wind","C",127,"WALKER",,"06-MAY-67 16:30:00","CST","06-MAY-67 16:30:00","0","0","0","0","0","0",,"50",,,,,"0","0",,,,,"0",,,"0",,,"33.88","-87.50",,,,,"PUB"
196706,27,1430,196706,27,1430,,10069670,"NEBRASKA",31,1967,"June","Tornado","C",17,"BROWN",,"27-JUN-67 14:30:00","CST","27-JUN-67 14:30:00","0","0","0","0","0K","0",,"0",,,,,"0","33",,,,,"0",,,"0",,,"42.57","-100.05",,,,,"PUB"
196707,25,1850,196707,25,1850,,10053373,"MINNESOTA",27,1967,"July","Tornado","C",125,"RED LAKE",,"25-JUL-67 18:50:00","CST","25-JUL-67 18:50:00","0","0","0","0","25K","0",,"0",,,,"F1",".2","33",,,,,"0",,,"0",,,"47.77","-95.85",,,,,"PUB"
196707,5,1325,196707,5,1325,,10047467,"MISSISSIPPI",28,1967,"July","Tornado","C",137,"TATE",,"05-JUL-67 13:25:00","CST","05-JUL-67 13:25:00","0","0","0","0","0K","0",,"0",,,,"F1","11.4","33",,,,,"0",,,"0",,,"34.68","-88.98","34.82","-88.87",,,"PUB"
196705,12,1950,196705,12,1950,,10094330,"OKLAHOMA",40,1967,"May","Hail","C",123,"PONTOTOC",,"12-MAY-67 19:50:00","CST","12-MAY-67 19:50:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,"0",,,"0",,,"34.70","-96.68",,,,,"PUB"
196704,21,1615,196704,21,1615,,10010002,"ILLINOIS",17,1967,"April","Tornado","C",103,"LEE",,"21-APR-67 16:15:00","CST","21-APR-67 16:15:00","0","0","0","0","250K","0",,"0",,,,"F1","5.6","100",,,,,"0",,,"0",,,"41.70","-89.28","41.70","-89.17",,,"PUB"
196701,24,1730,196701,24,1730,,10009969,"ILLINOIS",17,1967,"January","Tornado","C",15,"CARROLL",,"24-JAN-67 17:30:00","CST","24-JAN-67 17:30:00","12","0","0","0","250K","0",,"0",,,,"F3","7.4","77",,,,,"0",,,"0",,,"42.05","-90.03","42.13","-89.93",,,"PUB"
196705,14,210,196705,14,210,,10094341,"OKLAHOMA",40,1967,"May","Hail","C",131,"ROGERS",,"14-MAY-67 02:10:00","CST","14-MAY-67 02:10:00","0","0","0","0","0","0",,"2.00",,,,,"0","0",,,,,"0",,,"0",,,"36.20","-95.78",,,,,"PUB"
196706,21,1800,196706,21,1800,,10010707,"IDAHO",16,1967,"June","Hail","C",1,"ADA",,"21-JUN-67 18:00:00","CST","21-JUN-67 18:00:00","0","0","0","0","0","0",,"1.00",,,,,"0","0",,,,,"0",,,"0",,,"43.58","-116.38",,,,,"PUB"
