BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
199106,1,1805,199106,1,1805,,9985808,"COLORADO",8,1991,"June","Thunderstorm Wind","C",13,"BOULDER","DEN","01-JUN-91 18:05:00","CST","01-JUN-91 18:05:00","0","0","0","0","0","0",,"70",,,,,"0","0",,,,,"0",,,"0",,,"40.17","-105.10",,,,,"PUB"
199106,1,1820,199106,1,1820,,9985809,"COLORADO",8,1991,"June","Thunderstorm Wind","C",13,"BOULDER","DEN","01-JUN-91 18:20:00","CST","01-JUN-91 18:20:00","0","0","0","0","0","0",,"57",,,,,"0","0",,,,,"0",,,"0",,,"40.17","-105.10",,,,,"PUB"
199106,1,1834,199106,1,1834,,9985810,"COLORADO",8,1991,"June","Hail","C",59,"JEFFERSON","DEN","01-JUN-91 18:34:00","CST","01-JUN-91 18:34:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,"0",,,"0",,,"39.73","-105.17",,,,,"PUB"
199106,1,1834,199106,1,1834,,9985811,"COLORADO",8,1991,"June","Hail","C",1,"ADAMS","DEN","01-JUN-91 18:34:00","CST","01-JUN-91 18:34:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,"0",,,"0",,,"39.88","-104.95",,,,,"PUB"
199106,2,1559,199106,2,1559,,9985812,"COLORADO",8,1991,"June","Hail","C",73,"LINCOLN","COS","02-JUN-91 15:59:00","CST","02-JUN-91 15:59:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,"0",,,"0",,,"39.27","-103.70",,,,,"PUB"
199106,2,1636,199106,2,1636,,9985813,"COLORADO",8,1991,"June","Thunderstorm Wind","C",5,"ARAPAHOE","DEN","02-JUN-91 16:36:00","CST","02-JUN-91 16:36:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,"0",,,"0",,,"39.58","-104.73",,,,,"PUB"
199106,2,1700,199106,2,1700,,9985814,"COLORADO",8,1991,"June","Tornado","C",123,"WELD",,"02-JUN-91 17:00:00","MST","02-JUN-91 17:00:00","0","0","0","0","0K","0",,"0",,,,"F0",".1","10",,,,,"0",,,"0",,,"40.33","-104.85",,,,,"PUB"
199106,2,1726,199106,2,1726,,9985815,"COLORADO",8,1991,"June","Tornado","C",123,"WELD",,"02-JUN-91 17:26:00","MST","02-JUN-91 17:26:00","0","0","0","0","0K","0",,"0",,,,"F0",".1","10",,,,,"0",,,"0",,,"40.43","-104.65",,,,,"PUB"
199106,22,1440,199106,22,1440,,9986964,"COLORADO",8,1991,"June","Tornado","C",123,"WELD",,"22-JUN-91 14:40:00","CST","22-JUN-91 14:40:00","0","0","0","0","0K","0",,"0",,,,"F0",".1","10",,,,,"0",,,"0",,,"40.47","-104.88",,,,,"PUB"
199106,22,1510,199106,22,1510,,9986965,"COLORADO",8,1991,"June","Tornado","C",123,"WELD",,"22-JUN-91 15:10:00","MST","22-JUN-91 15:10:00","0","0","0","0","250K","0",,"0",,,,"F0",".1","50",,,,,"0",,,"0",,,"40.38","-104.68",,,,,"PUB"
199106,22,1518,199106,22,1518,,9986966,"COLORADO",8,1991,"June","Hail","C",123,"WELD","DEN","22-JUN-91 15:18:00","CST","22-JUN-91 15:18:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,"0",,,"0",,,"40.47","-104.88",,,,,"PUB"
199106,22,1723,199106,22,1723,,9986967,"COLORADO",8,1991,"June","Thunderstorm Wind","C",63,"KIT CARSON","COS","22-JUN-91 17:23:00","CST","22-JUN-91 17:23:00","0","0","0","0","0","0",,"52",,,,,"0","0",,,,,"0",,,"0",,,"39.30","-102.88",,,,,"PUB"
199106,22,1727,199106,22,1727,,9986968,"COLORADO",8,1991,"June","Hail","C",87,"MORGAN","DEN","22-JUN-91 17:27:00","CST","22-JUN-91 17:27:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,"0",,,"0",,,"40.52","-103.80",,,,,"PUB"
199106,22,1730,199106,22,1730,,9986969,"COLORADO",8,1991,"June","Hail","C",99,"PROWERS","PUB","22-JUN-91 17:30:00","CST","22-JUN-91 17:30:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,"0",,,"0",,,"38.05","-102.12",,,,,"PUB"
199106,22,1731,199106,22,1731,,9986970,"COLORADO",8,1991,"June","Tornado","C",75,"LOGAN",,"22-JUN-91 17:31:00","MST","22-JUN-91 17:31:00","0","0","0","0","0K","0",,"0",,,,"F0",".1","10",,,,,"0",,,"0",,,"40.52","-103.57",,,,,"PUB"
199106,22,1735,199106,22,1735,,9986971,"COLORADO",8,1991,"June","Hail","C",99,"PROWERS","PUB","22-JUN-91 17:35:00","CST","22-JUN-91 17:35:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,"0",,,"0",,,"38.07","-102.32",,,,,"PUB"
199106,22,1820,199106,22,1820,,9986972,"COLORADO",8,1991,"June","Tornado","C",121,"WASHINGTON",,"22-JUN-91 18:20:00","MST","22-JUN-91 18:20:00","0","0","0","0","0K","0",,"0",,,,"F0",".1","100",,,,,"0",,,"0",,,"40.35","-103.35",,,,,"PUB"
199106,22,1900,199106,22,1900,,9986973,"COLORADO",8,1991,"June","Hail","C",75,"LOGAN","DEN","22-JUN-91 19:00:00","CST","22-JUN-91 19:00:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,"0",,,"0",,,"40.45","-103.30",,,,,"PUB"
